title;author;date;link;pdf_link;query;search_engine;nr_found;cite_count;doi;;;;;;;;
GAMES: Green Active Management of Energy in IT Service Centres;Massimo Bertoncini,    Barbara Pernici,    Ioan Salomie…;2011;https://link.springer.com/chapter/10.1007/978-3-642-17722-4_17;https://link.springer.com/content/pdf/10.1007%2F978-3-642-17722-4_17.pdf;context-aware+AND+distributed+compositio_SpringerLink.csv;SpringerLink;1;2;https://doi.org/10.1007/978-3-642-17722-4_17;;;;;;;;
A Cognitive Future Internet Architecture;Marco Castrucci,    Francesco Delli Priscoli,    Antonio Pietrabissa…;2011;https://link.springer.com/chapter/10.1007/978-3-642-20898-0_7;https://link.springer.com/content/pdf/10.1007%2F978-3-642-20898-0_7.pdf;context-aware+AND+distributed+compositio_SpringerLink.csv;SpringerLink;1;No cite count available;https://doi.org/10.1007/978-3-642-20898-0_7;;;;;;;;
GATiB-CSCW; Medical Research Supported by a Service-Oriented Collaborative System;Konrad Stark,    Jonas Schulte,    Thorsten Hampel…;2008;https://link.springer.com/chapter/10.1007/978-3-540-69534-9_12;https://link.springer.com/content/pdf/10.1007%2F978-3-540-69534-9_12.pdf;context-aware+AND+distributed+compositio_SpringerLink.csv;SpringerLink;1;No cite count available;https://doi.org/10.1007/978-3-540-69534-9_12;;;;;;;
A Demonstration Case on the Transformation of Software Architectures for Service Specification;João M. Fernandes,    Ricardo J. Machado…;2006;https://link.springer.com/chapter/10.1007/978-0-387-39362-9_25;https://link.springer.com/content/pdf/10.1007%2F978-0-387-39362-9_25.pdf;context-aware+AND+distributed+compositio_SpringerLink.csv;SpringerLink;1;3;https://doi.org/10.1007/978-0-387-39362-9_25;;;;;;;;
Introducing IYOUIT;Sebastian Boehm,    Johan Koolwaaij,    Marko Luther…;2008;https://link.springer.com/chapter/10.1007/978-3-540-88564-1_52;https://link.springer.com/content/pdf/10.1007%2F978-3-540-88564-1_52.pdf;context-aware+AND+distributed+compositio_SpringerLink.csv;SpringerLink;1;No cite count available;https://doi.org/10.1007/978-3-540-88564-1_52;;;;;;;;
Contextualization: dynamic configuration of virtual machines;Django Armstrong,    Daniel Espling,    Johan Tordsson…;2015;https://link.springer.com/article/10.1186/s13677-015-0042-8;https://link.springer.com/content/pdf/10.1186%2Fs13677-015-0042-8.pdf;context-aware+AND+distributed+compositio_SpringerLink.csv;SpringerLink;1;4;https://doi.org/10.1186/s13677-015-0042-8;;;;;;;;
THCORE: A Parallel Computation Services Model and Runtime System;Qingxuan Yin,    Xiaoge Wang;2007;https://link.springer.com/chapter/10.1007/978-0-387-73659-4_10;https://link.springer.com/content/pdf/10.1007%2F978-0-387-73659-4_10.pdf;context-aware+AND+distributed+compositio_SpringerLink.csv;SpringerLink;1;No cite count available;https://doi.org/10.1007/978-0-387-73659-4_10;;;;;;;;
A unifying perspective on protocol mediation: interoperability in the future internet;Amel Bennaceur,    Emil Andriescu…;2015;https://link.springer.com/article/10.1186/s13174-015-0027-3;https://link.springer.com/content/pdf/10.1186%2Fs13174-015-0027-3.pdf;context-aware+AND+distributed+compositio_SpringerLink.csv;SpringerLink;1;4;https://doi.org/10.1186/s13174-015-0027-3;;;;;;;;
Test-Enabled Architecture for IoT Service Creation and Provisioning;Suparna De,    Francois Carrez,    Eike Reetz,    Ralf Tönjes,    Wei Wang;2013;https://link.springer.com/chapter/10.1007/978-3-642-38082-2_20;https://link.springer.com/content/pdf/10.1007%2F978-3-642-38082-2_20.pdf;context-aware+AND+distributed+compositio_SpringerLink.csv;SpringerLink;1;3;https://doi.org/10.1007/978-3-642-38082-2_20;;;;;;;;
Guest Editorial: Convergence and Advanced Technology;Sang-Yeob Oh,    Supratip Ghose,    Joong-Kyung Ryu;2015;https://link.springer.com/article/10.1007/s11042-015-2517-5;https://link.springer.com/content/pdf/10.1007%2Fs11042-015-2517-5.pdf;context-aware+AND+distributed+compositio_SpringerLink.csv;SpringerLink;1;No cite count available;https://doi.org/10.1007/s11042-015-2517-5;;;;;;;;
Quality-Assured and Sociality-Enriched Multimedia Mobile Mashup;Hongguang Zhang,    Zhenzhen Zhao…;2010;https://link.springer.com/article/10.1155/2010/721312;https://link.springer.com/content/pdf/10.1155%2F2010%2F721312.pdf;context-aware+AND+distributed+compositio_SpringerLink.csv;SpringerLink;1;1;https://doi.org/10.1155/2010/721312;;;;;;;;
Continuous Management of Professional Virtual Community Inheritance Based on the Adaptation of Social Protocols;Willy Picard;2007;https://link.springer.com/chapter/10.1007/978-0-387-73798-0_40;https://link.springer.com/content/pdf/10.1007%2F978-0-387-73798-0_40.pdf;context-aware+AND+distributed+compositio_SpringerLink.csv;SpringerLink;1;No cite count available;https://doi.org/10.1007/978-0-387-73798-0_40;;;;;;;;
PAQ: Persistent Adaptive Query Middleware for Dynamic Environments;Vasanth Rajamani,    Christine Julien,    Jamie Payton,    Gruia-Catalin Roman;2009;https://link.springer.com/chapter/10.1007/978-3-642-10445-9_12;https://link.springer.com/content/pdf/10.1007%2F978-3-642-10445-9_12.pdf;context-aware+AND+distributed+compositio_SpringerLink.csv;SpringerLink;1;No cite count available;https://doi.org/10.1007/978-3-642-10445-9_12;;;;;;;;
An Agent-Based Autonomous Management Approach to Dynamic Services;Fu Hou,    Xinjun Mao,    Junwen Yin,    Wei Wu;2014;https://link.springer.com/chapter/10.1007/978-3-662-44980-6_14;https://link.springer.com/content/pdf/10.1007%2F978-3-662-44980-6_14.pdf;context-aware+AND+distributed+compositio_SpringerLink.csv;SpringerLink;1;No cite count available;https://doi.org/10.1007/978-3-662-44980-6_14;;;;;;;;
Pervasive computing middleware: current trends and emerging challenges;Christian Becker,    Christine Julien…;2019;https://link.springer.com/article/10.1007/s42486-019-00005-2;https://link.springer.com/content/pdf/10.1007%2Fs42486-019-00005-2.pdf;context-aware+AND+distributed+compositio_SpringerLink.csv;SpringerLink;1;No cite count available;https://doi.org/10.1007/s42486-019-00005-2;;;;;;;;
Task-Based Recommendation of Mashup Components;Vincent Tietz,    Gregor Blichmann,    Stefan Pietschmann…;2012;https://link.springer.com/chapter/10.1007/978-3-642-27997-3_3;https://link.springer.com/content/pdf/10.1007%2F978-3-642-27997-3_3.pdf;context-aware+AND+distributed+compositio_SpringerLink.csv;SpringerLink;1;No cite count available;https://doi.org/10.1007/978-3-642-27997-3_3;;;;;;;;
Rich Communication Patterns for Mashups;Stefan Pietschmann,    Martin Voigt,    Klaus Meißner;2012;https://link.springer.com/chapter/10.1007/978-3-642-31753-8_25;https://link.springer.com/content/pdf/10.1007%2F978-3-642-31753-8_25.pdf;context-aware+AND+distributed+compositio_SpringerLink.csv;SpringerLink;1;No cite count available;https://doi.org/10.1007/978-3-642-31753-8_25;;;;;;;;
Technological research plan for active ageing;Hamideh Afsarmanesh,    Simon Samwel Msanjila…;2012;https://link.springer.com/article/10.1007/s10796-011-9295-z;https://link.springer.com/content/pdf/10.1007%2Fs10796-011-9295-z.pdf;context-aware+AND+distributed+compositio_SpringerLink.csv;SpringerLink;1;2;https://doi.org/10.1007/s10796-011-9295-z;;;;;;;;
A Fixpoint-Based Calculus for Graph-Shaped Computational Fields;Alberto Lluch Lafuente,    Michele Loreti,    Ugo Montanari;2015;https://link.springer.com/chapter/10.1007/978-3-319-19282-6_7;https://link.springer.com/content/pdf/10.1007%2F978-3-319-19282-6_7.pdf;context-aware+AND+distributed+compositio_SpringerLink.csv;SpringerLink;1;No cite count available;https://doi.org/10.1007/978-3-319-19282-6_7;;;;;;;;
Middleware for Mobile Applications Beyond 3G;Kimmo Raatikainen;2002;https://link.springer.com/chapter/10.1007/978-0-387-35584-9_1;https://link.springer.com/content/pdf/10.1007%2F978-0-387-35584-9_1.pdf;context-aware+AND+distributed+compositio_SpringerLink.csv;SpringerLink;1;No cite count available;https://doi.org/10.1007/978-0-387-35584-9_1;;;;;;;;
Designing for Co-located Social media use in the home using the CASOME infrastructure;Marianne Graves Petersen,    Martin Ludvigsen…;2007;https://link.springer.com/chapter/10.1007/978-0-387-73697-6_19;https://link.springer.com/content/pdf/10.1007%2F978-0-387-73697-6_19.pdf;context-aware+AND+distributed+compositio_SpringerLink.csv;SpringerLink;2;No cite count available;https://doi.org/10.1007/978-0-387-73697-6_19;;;;;;;;
State of the Art and Research Challenges in the Area of Autonomous Control for a Reliable Internet of Services;Rob van der Mei,    Hans van den Berg…;2018;https://link.springer.com/chapter/10.1007/978-3-319-90415-3_1;https://link.springer.com/content/pdf/10.1007%2F978-3-319-90415-3_1.pdf;context-aware+AND+distributed+compositio_SpringerLink.csv;SpringerLink;2;No cite count available;https://doi.org/10.1007/978-3-319-90415-3_1;;;;;;;;
Requirements on Quality Specification Posed by Service Orientation;Markus Garschhammer,    Harald Roelle;2004;https://link.springer.com/chapter/10.1007/978-3-540-30184-4_1;https://link.springer.com/content/pdf/10.1007%2F978-3-540-30184-4_1.pdf;context-aware+AND+distributed+compositio_SpringerLink.csv;SpringerLink;2;No cite count available;https://doi.org/10.1007/978-3-540-30184-4_1;;;;;;;;
Adaptive Collaboration In Professional Virtual Communities Via Negotiations Of Social Protocols;Willy Picard;2006;https://link.springer.com/chapter/10.1007/978-0-387-38269-2_37;https://link.springer.com/content/pdf/10.1007%2F978-0-387-38269-2_37.pdf;context-aware+AND+distributed+compositio_SpringerLink.csv;SpringerLink;1;3;https://doi.org/10.1007/978-0-387-38269-2_37;;;;;;;;
A Business-Aware Web Services Transaction Model;Mike P. Papazoglou,    Benedikt Kratz;2006;https://link.springer.com/chapter/10.1007/11948148_29;https://link.springer.com/content/pdf/10.1007%2F11948148_29.pdf;context-aware+AND+distributed+compositio_SpringerLink.csv;SpringerLink;2;9;https://doi.org/10.1007/11948148_29;;;;;;;;
A Taxonomy-Driven Approach to Visually Prototyping Pervasive Computing Applications;Zoé Drey,    Julien Mercadal,    Charles Consel;2009;https://link.springer.com/chapter/10.1007/978-3-642-03034-5_5;https://link.springer.com/content/pdf/10.1007%2F978-3-642-03034-5_5.pdf;context-aware+AND+distributed+compositio_SpringerLink.csv;SpringerLink;1;No cite count available;https://doi.org/10.1007/978-3-642-03034-5_5;;;;;;;;
An Approach to Integrated Semantic Service Discovery;Shanshan Jiang,    Finn Arve Aagesen;2006;https://link.springer.com/chapter/10.1007/11880905_14;https://link.springer.com/content/pdf/10.1007%2F11880905_14.pdf;context-aware+AND+distributed+compositio_SpringerLink.csv;SpringerLink;1;5;https://doi.org/10.1007/11880905_14;;;;;;;;
Towards a Dynamically Reconfigurable Automotive Control System Architecture;Richard Anthony,    Achim Rettberg,    Dejiu Chen…;2007;https://link.springer.com/chapter/10.1007/978-0-387-72258-0_7;https://link.springer.com/content/pdf/10.1007%2F978-0-387-72258-0_7.pdf;context-aware+AND+distributed+compositio_SpringerLink.csv;SpringerLink;2;No cite count available;https://doi.org/10.1007/978-0-387-72258-0_7;;;;;;;;
Designing fault-tolerant SOA based on design diversity;Amanda S Nascimento,    Cecília MF Rubira…;2014;https://link.springer.com/article/10.1186/s40411-014-0013-7;https://link.springer.com/content/pdf/10.1186%2Fs40411-014-0013-7.pdf;context-aware+AND+distributed+compositio_SpringerLink.csv;SpringerLink;1;2;https://doi.org/10.1186/s40411-014-0013-7;;;;;;;;
A Privacy-Aware Service Discovery Middleware for Pervasive Environments;Roberto Speicys Cardoso,    Pierre-Guillaume Raverdy,    Valérie Issarny;2007;https://link.springer.com/chapter/10.1007/978-0-387-73655-6_5;https://link.springer.com/content/pdf/10.1007%2F978-0-387-73655-6_5.pdf;context-aware+AND+distributed+compositio_SpringerLink.csv;SpringerLink;1;No cite count available;https://doi.org/10.1007/978-0-387-73655-6_5;;;;;;;;
Hosting and Using Services with QoS Guarantee in Self-adaptive Service Systems;Shanshan Jiang,    Svein Hallsteinsen…;2010;https://link.springer.com/chapter/10.1007/978-3-642-13645-0_2;https://link.springer.com/content/pdf/10.1007%2F978-3-642-13645-0_2.pdf;context-aware+AND+distributed+compositio_SpringerLink.csv;SpringerLink;1;1;https://doi.org/10.1007/978-3-642-13645-0_2;;;;;;;;
Compliance Requirements for Business-process driven SOAs;Michael P. Papazoglou;2008;https://link.springer.com/chapter/10.1007/978-0-387-09712-1_21;https://link.springer.com/content/pdf/10.1007%2F978-0-387-09712-1_21.pdf;context-aware+AND+distributed+compositio_SpringerLink.csv;SpringerLink;1;No cite count available;https://doi.org/10.1007/978-0-387-09712-1_21;;;;;;;;
Policies for Context-Driven Transactional Web Services;Zakaria Maamar,    Nanjangud C. Narendra…;2007;https://link.springer.com/chapter/10.1007/978-3-540-72988-4_18;https://link.springer.com/content/pdf/10.1007%2F978-3-540-72988-4_18.pdf;context-aware+AND+distributed+compositio_SpringerLink.csv;SpringerLink;1;No cite count available;https://doi.org/10.1007/978-3-540-72988-4_18;;;;;;;;
Speech Recognition System Using DHMMs Based on Ubiquitous Environment;Jong-Hun Kim,    Un-Gu Kang,    Kee-Wook Rim…;2007;https://link.springer.com/chapter/10.1007/978-3-540-75664-4_21;https://link.springer.com/content/pdf/10.1007%2F978-3-540-75664-4_21.pdf;context-aware+AND+distributed+compositio_SpringerLink.csv;SpringerLink;1;No cite count available;https://doi.org/10.1007/978-3-540-75664-4_21;;;;;;;;
Real-Time Embedded Software Design for Mobile and Ubiquitous Systems;Pao-Ann Hsiung,    Shang-Wei Lin,    Chin-Chieh Hung…;2007;https://link.springer.com/chapter/10.1007/978-3-540-77092-3_62;https://link.springer.com/content/pdf/10.1007%2F978-3-540-77092-3_62.pdf;context-aware+AND+distributed+compositio_SpringerLink.csv;SpringerLink;2;No cite count available;https://doi.org/10.1007/978-3-540-77092-3_62;;;;;;;;
Special issue on “Personalization and situation awareness in smart environments”;Ana M. Bernardos,    Boon-Chong Seet…;2015;https://link.springer.com/article/10.1007/s12652-015-0256-0;https://link.springer.com/content/pdf/10.1007%2Fs12652-015-0256-0.pdf;context-aware+AND+distributed+compositio_SpringerLink.csv;SpringerLink;2;1;https://doi.org/10.1007/s12652-015-0256-0;;;;;;;;
Ontology Change Management and Identification of Change Patterns;Muhammad Javed,    Yalemisew M. Abgaz,    Claus Pahl;2013;https://link.springer.com/article/10.1007/s13740-013-0024-2;https://link.springer.com/content/pdf/10.1007%2Fs13740-013-0024-2.pdf;context-aware+AND+distributed+compositio_SpringerLink.csv;SpringerLink;1;9;https://doi.org/10.1007/s13740-013-0024-2;;;;;;;;
Hyperdatabases;Hans-J. Schek,    Heiko Schuldt,    Roger Weber;2002;https://link.springer.com/chapter/10.1007/978-0-387-35592-4_1;https://link.springer.com/content/pdf/10.1007%2F978-0-387-35592-4_1.pdf;context-aware+AND+distributed+compositio_SpringerLink.csv;SpringerLink;2;No cite count available;https://doi.org/10.1007/978-0-387-35592-4_1;;;;;;;;
Spatial Security Policies for Mobile Agents in a Sentient Computing Environment;David Scott,    Alastair Beresford…;2003;https://link.springer.com/chapter/10.1007/3-540-36578-8_8;https://link.springer.com/content/pdf/10.1007%2F3-540-36578-8_8.pdf;context-aware+AND+distributed+compositio_SpringerLink.csv;SpringerLink;1;10;https://doi.org/10.1007/3-540-36578-8_8;;;;;;;;
Towards Self-optimizing Protocol Stack for Autonomic Communication: Initial Experience;Xiaoyuan Gu,    Xiaoming Fu,    Hannes Tschofenig,    Lars Wolf;2006;https://link.springer.com/chapter/10.1007/11687818_15;https://link.springer.com/content/pdf/10.1007%2F11687818_15.pdf;context-aware+AND+distributed+compositio_SpringerLink.csv;SpringerLink;2;No cite count available;https://doi.org/10.1007/11687818_15;;;;;;;;
Assuring Privacy of Medical Records in an Open Collaborative Environment - A Case Study of Walloon Region’s eHealth Platform;Syed Naqvi,    Gautier Dallons,    Arnaud Michot…;2010;https://link.springer.com/chapter/10.1007/978-3-642-14282-6_12;https://link.springer.com/content/pdf/10.1007%2F978-3-642-14282-6_12.pdf;context-aware+AND+distributed+compositio_SpringerLink.csv;SpringerLink;1;No cite count available;https://doi.org/10.1007/978-3-642-14282-6_12;;;;;;;;
INDISS: Interoperable Discovery System for Networked Services;Yérom-David Bromberg,    Valérie Issarny;2005;https://link.springer.com/chapter/10.1007/11587552_9;https://link.springer.com/content/pdf/10.1007%2F11587552_9.pdf;context-aware+AND+distributed+compositio_SpringerLink.csv;SpringerLink;1;No cite count available;https://doi.org/10.1007/11587552_9;;;;;;;;
Why do business processes deviate? Results from a Delphi study;Ulrich Matthias König,    Alexander Linhart,    Maximilian Röglinger;2018;https://link.springer.com/article/10.1007/s40685-018-0076-0;https://link.springer.com/content/pdf/10.1007%2Fs40685-018-0076-0.pdf;context-aware+AND+distributed+compositio_SpringerLink.csv;SpringerLink;1;No cite count available;https://doi.org/10.1007/s40685-018-0076-0;;;;;;;;
Towards a Generic Enterprise Systems Architecture Based on Cyber-Physical Systems Principles;Aurelian Mihai Stanescu,    Dragos Repta…;2014;https://link.springer.com/chapter/10.1007/978-3-662-44745-1_24;https://link.springer.com/content/pdf/10.1007%2F978-3-662-44745-1_24.pdf;context-aware+AND+distributed+compositio_SpringerLink.csv;SpringerLink;1;No cite count available;https://doi.org/10.1007/978-3-662-44745-1_24;;;;;;;;
A Scheme for the Introduction of 3rd Party; Application-Specific Adaptation Features in Mobile Service Provision;Nikos Houssos,    Nancy Alonistioti…;2003;https://link.springer.com/chapter/10.1007/978-3-540-40010-3_2;https://link.springer.com/content/pdf/10.1007%2F978-3-540-40010-3_2.pdf;context-aware+AND+distributed+compositio_SpringerLink.csv;SpringerLink;2;No cite count available;https://doi.org/10.1007/978-3-540-40010-3_2;;;;;;;
AMPol-Q: Adaptive Middleware Policy to Support QoS;Raja Afandi,    Jianqing Zhang,    Carl A. Gunter;2006;https://link.springer.com/chapter/10.1007/11948148_14;https://link.springer.com/content/pdf/10.1007%2F11948148_14.pdf;context-aware+AND+distributed+compositio_SpringerLink.csv;SpringerLink;1;No cite count available;https://doi.org/10.1007/11948148_14;;;;;;;;
Security Model for Health Care Computing and Communication Systems;Anas Abou El Kalam,    Yves Deswarte;2003;https://link.springer.com/chapter/10.1007/978-0-387-35691-4_24;https://link.springer.com/content/pdf/10.1007%2F978-0-387-35691-4_24.pdf;context-aware+AND+distributed+compositio_SpringerLink.csv;SpringerLink;1;No cite count available;https://doi.org/10.1007/978-0-387-35691-4_24;;;;;;;;
Matching Game for Load Distribution in Multi-tier Cellular Networks;Nima Namvar,    Behrouz Maham;No year available;https://link.springer.com/referenceworkentry/10.1007/978-3-319-32903-1_38-1;https://link.springer.com/content/pdf/10.1007%2F978-3-319-32903-1_38-1.pdf;context-aware+AND+distributed+compositio_SpringerLink.csv;SpringerLink;1;No cite count available;https://doi.org/10.1007/978-3-319-32903-1;;;;;;;;
A novel fault tolerant service selection framework for pervasive computing;Salaja Silas,    Kirubakaran Ezra…;2012;https://link.springer.com/article/10.1186/2192-1962-2-5;https://link.springer.com/content/pdf/10.1186%2F2192-1962-2-5.pdf;context-aware+AND+distributed+compositio_SpringerLink.csv;SpringerLink;1;26;https://doi.org/10.1186/2192-1962-2-5;;;;;;;;
Multi-layered Monitoring and Adaptation;Sam Guinea,    Gabor Kecskemeti,    Annapaola Marconi…;2011;https://link.springer.com/chapter/10.1007/978-3-642-25535-9_24;https://link.springer.com/content/pdf/10.1007%2F978-3-642-25535-9_24.pdf;context-aware+AND+distributed+compositio_SpringerLink.csv;SpringerLink;1;No cite count available;https://doi.org/10.1007/978-3-642-25535-9_24;;;;;;;;
Network and Parallel Computing;Ching-Hsien Hsu,    Xiaoming Li,    Xuanhua Shi;2015;https://link.springer.com/article/10.1007/s10766-014-0311-z;https://link.springer.com/content/pdf/10.1007%2Fs10766-014-0311-z.pdf;context-aware+AND+distributed+compositio_SpringerLink.csv;SpringerLink;1;1;https://doi.org/10.1007/s10766-014-0311-z;;;;;;;;
Editorial: Special Issue on Security and Privacy of IoT;Hua Wang,    Zonghua Zhang,    Tarek Taleb;2018;https://link.springer.com/article/10.1007/s11280-017-0490-9;https://link.springer.com/content/pdf/10.1007%2Fs11280-017-0490-9.pdf;context-aware+AND+distributed+compositio_SpringerLink.csv;SpringerLink;1;8;https://doi.org/10.1007/s11280-017-0490-9;;;;;;;;
Explaining the user experience of recommender systems;Bart P. Knijnenburg,    Martijn C. Willemsen…;2012;https://link.springer.com/article/10.1007/s11257-011-9118-4;https://link.springer.com/content/pdf/10.1007%2Fs11257-011-9118-4.pdf;context-aware+AND+distributed+compositio_SpringerLink.csv;SpringerLink;1;125;https://doi.org/10.1007/s11257-011-9118-4;;;;;;;;
An Architecture for IMS Services Using Open Source Infrastructure;Robert Mullins,    Shane Dempsey,    Tom Pfeifer;2009;https://link.springer.com/chapter/10.1007/978-3-642-04994-1_15;https://link.springer.com/content/pdf/10.1007%2F978-3-642-04994-1_15.pdf;context-aware+AND+distributed+compositio_SpringerLink.csv;SpringerLink;1;2;https://doi.org/10.1007/978-3-642-04994-1_15;;;;;;;;
GARSAaaS: group activity recognition and situation analysis as a service;Amin B. Abkenar,    Seng W. Loke…;2019;https://link.springer.com/article/10.1186/s13174-019-0103-1;https://link.springer.com/content/pdf/10.1186%2Fs13174-019-0103-1.pdf;context-aware+AND+distributed+compositio_SpringerLink.csv;SpringerLink;1;No cite count available;https://doi.org/10.1186/s13174-019-0103-1;;;;;;;;
Mobility Modeling for Personal Networks;Yanying Gu,    R. Venkatesha Prasad,    Ignas Niemegeers;2011;https://link.springer.com/article/10.1007/s11277-009-9887-9;https://link.springer.com/content/pdf/10.1007%2Fs11277-009-9887-9.pdf;context-aware+AND+distributed+compositio_SpringerLink.csv;SpringerLink;1;4;https://doi.org/10.1007/s11277-009-9887-9;;;;;;;;
Sensing Presence (PreSense) Ontology: User Modelling in the Semantic Sensor Web;Amparo-Elizabeth Cano,    Aba-Sah Dadzie…;2012;https://link.springer.com/chapter/10.1007/978-3-642-25953-1_21;https://link.springer.com/content/pdf/10.1007%2F978-3-642-25953-1_21.pdf;context-aware+AND+distributed+compositio_SpringerLink.csv;SpringerLink;2;1;https://doi.org/10.1007/978-3-642-25953-1_21;;;;;;;;
g-Eclipse – A Contextualised Framework for Grid Users; Grid Resource Providers and Grid Application Developers;Harald Kornmayer,    Mathias Stümpert,    Harald Gjermundrød…;2008;https://link.springer.com/chapter/10.1007/978-3-540-69389-5_46;https://link.springer.com/content/pdf/10.1007%2F978-3-540-69389-5_46.pdf;context-aware+AND+distributed+compositio_SpringerLink.csv;SpringerLink;1;No cite count available;https://doi.org/10.1007/978-3-540-69389-5_46;;;;;;;
Mobile Web and service applications: guest editors’ introduction;Florian Daniel,    Muhammad Younas;2012;https://link.springer.com/article/10.1007/s11761-012-0107-1;https://link.springer.com/content/pdf/10.1007%2Fs11761-012-0107-1.pdf;context-aware+AND+distributed+compositio_SpringerLink.csv;SpringerLink;1;No cite count available;https://doi.org/10.1007/s11761-012-0107-1;;;;;;;;
Multi-level Service Approach for Flexible Support of Design Processes;Safa Hachani,    Lilia Gzara,    Hervé Verjus;2013;https://link.springer.com/chapter/10.1007/978-3-642-41263-9_20;https://link.springer.com/content/pdf/10.1007%2F978-3-642-41263-9_20.pdf;context-aware+AND+distributed+compositio_SpringerLink.csv;SpringerLink;1;No cite count available;https://doi.org/10.1007/978-3-642-41263-9_20;;;;;;;;
Towards a Framework for Self-adaptive Component-Based Applications;Pierre-Charles David,    Thomas Ledoux;2003;https://link.springer.com/chapter/10.1007/978-3-540-40010-3_1;https://link.springer.com/content/pdf/10.1007%2F978-3-540-40010-3_1.pdf;context-aware+AND+distributed+compositio_SpringerLink.csv;SpringerLink;1;No cite count available;https://doi.org/10.1007/978-3-540-40010-3_1;;;;;;;;
Identity management in GRID computing and Service Oriented Architectures: research and practice;Theodora Varvarigou,    Vassiliki Andronikou;2009;https://link.springer.com/article/10.1007/s12394-010-0040-4;https://link.springer.com/content/pdf/10.1007%2Fs12394-010-0040-4.pdf;context-aware+AND+distributed+compositio_SpringerLink.csv;SpringerLink;1;1;https://doi.org/10.1007/s12394-010-0040-4;;;;;;;;
On the sustainability of smart and smarter cities in the era of big data: an interdisciplinary and transdisciplinary literature review;Simon Elias Bibri;2019;https://link.springer.com/article/10.1186/s40537-019-0182-7;https://link.springer.com/content/pdf/10.1186%2Fs40537-019-0182-7.pdf;context-aware+AND+distributed+compositio_SpringerLink.csv;SpringerLink;1;No cite count available;https://doi.org/10.1186/s40537-019-0182-7;;;;;;;;
A Self-organizing Approach to Activity Recognition with Wireless Sensors;Clemens Holzmann,    Michael Haslgrübler;2009;https://link.springer.com/chapter/10.1007/978-3-642-10865-5_20;https://link.springer.com/content/pdf/10.1007%2F978-3-642-10865-5_20.pdf;context-aware+AND+distributed+compositio_SpringerLink.csv;SpringerLink;1;No cite count available;https://doi.org/10.1007/978-3-642-10865-5_20;;;;;;;;
Adapter for Self-Learning Production Systems;Gonçalo Cândido,    Giovanni Di Orio…;2012;https://link.springer.com/chapter/10.1007/978-3-642-28255-3_19;https://link.springer.com/content/pdf/10.1007%2F978-3-642-28255-3_19.pdf;context-aware+AND+distributed+compositio_SpringerLink.csv;SpringerLink;2;2;https://doi.org/10.1007/978-3-642-28255-3_19;;;;;;;;
Multi-agent Systems Design and Prototyping with Bigraphical Reactive Systems;Alessio Mansutti,    Marino Miculan…;2014;https://link.springer.com/chapter/10.1007/978-3-662-43352-2_16;https://link.springer.com/content/pdf/10.1007%2F978-3-662-43352-2_16.pdf;context-aware+AND+distributed+compositio_SpringerLink.csv;SpringerLink;1;2;https://doi.org/10.1007/978-3-662-43352-2_16;;;;;;;;
Dynamic Contextual Regulations in Open Multi-agent Systems;Carolina Howard Felicíssimo;2006;https://link.springer.com/chapter/10.1007/11926078_75;https://link.springer.com/content/pdf/10.1007%2F11926078_75.pdf;context-aware+AND+distributed+compositio_SpringerLink.csv;SpringerLink;1;2;https://doi.org/10.1007/11926078_75;;;;;;;;
Re-engineering Legacy Web Applications into Rich Internet Applications;Roberto Rodríguez-Echeverría,    José María Conejero,    Marino Linaje…;2010;https://link.springer.com/chapter/10.1007/978-3-642-13911-6_13;https://link.springer.com/content/pdf/10.1007%2F978-3-642-13911-6_13.pdf;context-aware+AND+distributed+compositio_SpringerLink.csv;SpringerLink;1;No cite count available;https://doi.org/10.1007/978-3-642-13911-6_13;;;;;;;;
An Extensible Ubiquitous Architecture for Networked Devices in Smart Living Environments;Thierry Bodhuin,    Gerardo Canfora…;2005;https://link.springer.com/chapter/10.1007/11596042_3;https://link.springer.com/content/pdf/10.1007%2F11596042_3.pdf;context-aware+AND+distributed+compositio_SpringerLink.csv;SpringerLink;1;No cite count available;https://doi.org/10.1007/11596042_3;;;;;;;;
Prediction of Remaining Service Execution Time Using Stochastic Petri Nets with Arbitrary Firing Delays;Andreas Rogge-Solti,    Mathias Weske;2013;https://link.springer.com/chapter/10.1007/978-3-642-45005-1_27;https://link.springer.com/content/pdf/10.1007%2F978-3-642-45005-1_27.pdf;context-aware+AND+distributed+compositio_SpringerLink.csv;SpringerLink;1;No cite count available;https://doi.org/10.1007/978-3-642-45005-1_27;;;;;;;;
XSED – XML-Based Description of Status–Event Components and Systems;Alan Dix,    Jair Leite,    Adrian Friday;2008;https://link.springer.com/chapter/10.1007/978-3-540-92698-6_13;https://link.springer.com/content/pdf/10.1007%2F978-3-540-92698-6_13.pdf;context-aware+AND+distributed+compositio_SpringerLink.csv;SpringerLink;1;No cite count available;https://doi.org/10.1007/978-3-540-92698-6_13;;;;;;;;
A Multi-layer Framework for Virtual Organizations Creation in Breeding Environment;Khouloud Boukadi,    Lucien Vincent…;2010;https://link.springer.com/chapter/10.1007/978-3-642-15961-9_34;https://link.springer.com/content/pdf/10.1007%2F978-3-642-15961-9_34.pdf;context-aware+AND+distributed+compositio_SpringerLink.csv;SpringerLink;1;No cite count available;https://doi.org/10.1007/978-3-642-15961-9_34;;;;;;;;
