title;author;date;link;pdf_link;query;search_engine;nr_found;cite_count;doi;;;;;;;;
C Regazzoni;C Regazzoni;No year available;/citations?user=VCeP3UsAAAAJ&hl=de&oi=sra;No PDF available;context-dependent+AND+decentralized+compositio_GoogleScholar.csv;GoogleScholar;1;No cite count available;No DOI available;;;;;;;;
Distributed Applications and Interoperable Systems: 7th IFIP WG 6.1 International Conference; DAIS 2007; Paphos; Cyprus; June 6-8;2007; Proccedings;J Indulska, K Raymond - 2007 - books.google.com;2007;https://books.google.de/books?hl=de&lr=&id=CAg0vDWS1PcC&oi=fnd&pg=PP2&dq=context-dependent+AND+decentralized+composition&ots=A1f37dkl4f&sig=lpC3KuxVnV5Slluhdg8OFaxgZHY;No PDF available;context-dependent+AND+decentralized+compositio_GoogleScholar.csv;GoogleScholar;2;48;No DOI available;;
Authority migration in federations: A framework for analysis;J Bednar - PS: Political science & politics, 2004 - cambridge.org;2004;https://www.cambridge.org/core/journals/ps-political-science-and-politics/article/authority-migration-in-federations-a-framework-for-analysis/EC11768341D853096DC293EE454E8146;http://www-personal.umich.edu/~jbednar/WIP/authmigfinalpost.pdf;context-dependent+AND+decentralized+compositio_GoogleScholar.csv;GoogleScholar;1;50;No DOI available;;;;;;;;
MoVES Newsletter;E Truyen, S Van Baelen, W Joosen - 2011 - pdfs.semanticscholar.org;2011;https://pdfs.semanticscholar.org/d64a/1f28087f37b742654f6ef73b898a99498a6c.pdf;https://pdfs.semanticscholar.org/d64a/1f28087f37b742654f6ef73b898a99498a6c.pdf;context-dependent+AND+decentralized+compositio_GoogleScholar.csv;GoogleScholar;1;No cite count available;No DOI available;;;;;;;;
An infrastructure for context-dependent RDF data replication on mobile devices;S Zander - 2012 - othes.univie.ac.at;2012;http://othes.univie.ac.at/20617/;http://othes.univie.ac.at/20617/1/2012-05-21_0746013.pdf;context-dependent+AND+decentralized+compositio_GoogleScholar.csv;GoogleScholar;1;No cite count available;No DOI available;;;;;;;;
Energy-aware composition for wireless sensor networks as a service;Z Zhou, D Zhao, L Liu, PCK Hung - Future Generation Computer Systems, 2018 - Elsevier;2018;https://www.sciencedirect.com/science/article/pii/S0167739X17303266;http://www.cybermatics.org/CF2018/Keynotes/180626%20FGCS.pdf;context-dependent+AND+decentralized+compositio_GoogleScholar.csv;GoogleScholar;2;11;No DOI available;;;;;;;;
Exploring the pathways of inequality in health; access and financing in decentralised Spain;J Costa-Fonta, J Gilb - DOCUMENTO DE TRABAJO, 2008 - envejecimiento.csic.es;2008;http://envejecimiento.csic.es/documentos/documentos/costa-exploring-01.pdf;http://envejecimiento.csic.es/documentos/documentos/costa-exploring-01.pdf;context-dependent+AND+decentralized+compositio_GoogleScholar.csv;GoogleScholar;1;8;No DOI available;;;;;;;
Governance; space and politics: Exploring the governmentality of planning;E Gualini - The Ashgate Research Companion to Planning Theory, 2016 - taylorfrancis.com;2016;https://www.taylorfrancis.com/books/e/9781315279244/chapters/10.4324/9781315279251-11;https://www.routledgehandbooks.com/doi/10.4324/9781315279251.ch1;context-dependent+AND+decentralized+compositio_GoogleScholar.csv;GoogleScholar;1;24;No DOI available;;;;;;;
Real time context dependent deep learning;L Faivishevsky, T Bar-On, Y Fais, J Subag… - US Patent App. 15 …, 2018 - Google Patents;2018;https://patents.google.com/patent/US20180307982A1/en;https://patentimages.storage.googleapis.com/b0/52/82/172fea2509f501/US20180307982A1.pdf;context-dependent+AND+decentralized+compositio_GoogleScholar.csv;GoogleScholar;1;No cite count available;No DOI available;;;;;;;;
Decentralization and health care prioritization process in Tanzania: from national rhetoric to local reality;SO Maluka, AK Hurtig, MS Sebastián… - … journal of health …, 2011 - Wiley Online Library;2011;https://onlinelibrary.wiley.com/doi/abs/10.1002/hpm.1048;https://onlinelibrary.wiley.com/doi/pdf/10.1002/hpm.1048;context-dependent+AND+decentralized+compositio_GoogleScholar.csv;GoogleScholar;1;55;No DOI available;;;;;;;;
Next-generation applications in healthcare digital libraries using semantic service composition and coordination;T Möller, H Schuldt, A Gerber… - Health informatics …, 2006 - journals.sagepub.com;2006;https://journals.sagepub.com/doi/abs/10.1177/1460458206063802;https://journals.sagepub.com/doi/pdf/10.1177/1460458206063802;context-dependent+AND+decentralized+compositio_GoogleScholar.csv;GoogleScholar;2;6;No DOI available;;;;;;;;
Context-based dynamics of trust;WX Sun, FM Liu, XY Liu - 2010 2nd International Conference …, 2010 - ieeexplore.ieee.org;2010;https://ieeexplore.ieee.org/abstract/document/5497630/;https://ieeexplore.ieee.org/iel5/5487607/5497281/05497630.pdf;context-dependent+AND+decentralized+compositio_GoogleScholar.csv;GoogleScholar;2;No cite count available;No DOI available;;;;;;;;
Organic vs. conventional agriculture: knowledge; power and innovation in the food chain;K Morgan, J Murdoch - Geoforum, 2000 - Elsevier;2000;https://www.sciencedirect.com/science/article/pii/S0016718599000299;https://www.researchgate.net/profile/Md_Zahangir_Hossain3/post/Can_any_one_share_some_literature_comparing_organic_agriculture_with_conventional_agriculture/attachment/59d6554279197b80779ac81f/AS%3A525049639981056%401502192997090/download/morgan2000.pdf;context-dependent+AND+decentralized+compositio_GoogleScholar.csv;GoogleScholar;1;479;No DOI available;;;;;;;
Event-driven scientific workflow execution;Z Zhao, A Paschke - International Conference on Business Process …, 2012 - Springer;2012;https://link.springer.com/chapter/10.1007/978-3-642-36285-9_42;No PDF available;context-dependent+AND+decentralized+compositio_GoogleScholar.csv;GoogleScholar;2;8;No DOI available;;;;;;;;
COASTmed: software architectures for delivering customizable; policy-based differential web services;A Baquero - Companion Proceedings of the 36th International …, 2014 - dl.acm.org;2014;https://dl.acm.org/citation.cfm?id=2591083;No PDF available;context-dependent+AND+decentralized+compositio_GoogleScholar.csv;GoogleScholar;1;No cite count available;No DOI available;;;;;;;
Drawing lessons for policy-making;RB Saltman, K Vrangbæk - Decentralization in health care …, 2007 - books.google.com;2007;https://books.google.de/books?hl=de&lr=&id=21DiozeH9wYC&oi=fnd&pg=PA77&dq=context-dependent+AND+decentralized+composition&ots=SXak8RtN2q&sig=vZdMBnl3nQ4cnnVB7cVXB_hf4Y8;http://dess.fmp.ueh.edu.ht/pdf/colloque2012_Saltman_Bankauskaite_Vrangback_decentralisation_in_healthcare.pdf#page=102;context-dependent+AND+decentralized+compositio_GoogleScholar.csv;GoogleScholar;1;12;No DOI available;;;;;;;;
Smart Semantic Middleware for the Internet of Things.;A Katasonov, O Kaykova, O Khriyenko… - Icinco …, 2008 - pdfs.semanticscholar.org;2008;https://pdfs.semanticscholar.org/4665/130fd1236d7cf5636b188ca7adcc4fd8d631.pdf;https://pdfs.semanticscholar.org/4665/130fd1236d7cf5636b188ca7adcc4fd8d631.pdf;context-dependent+AND+decentralized+compositio_GoogleScholar.csv;GoogleScholar;2;212;No DOI available;;;;;;;;
Decentralization; devolution and development: Reflections on the water reform process in Zimbabwe;B Derman, A Ferguson, F Gonese - BASIS CRSP Workshop on Water …, 2000 - crsps.net;2000;http://crsps.net/wp-content/downloads/BASIS/Inventoried%2010.19/13-2000-7-594.pdf;http://crsps.net/wp-content/downloads/BASIS/Inventoried%2010.19/13-2000-7-594.pdf;context-dependent+AND+decentralized+compositio_GoogleScholar.csv;GoogleScholar;1;25;No DOI available;;;;;;;
PINCET-Process integration of collaborative enterprises;R Eshuis, H Ludwig - 15th IEEE International Workshops on …, 2006 - ieeexplore.ieee.org;2006;https://ieeexplore.ieee.org/abstract/document/4092214/;https://ieeexplore.ieee.org/iel5/4092163/4092164/04092214.pdf;context-dependent+AND+decentralized+compositio_GoogleScholar.csv;GoogleScholar;1;1;No DOI available;;;;;;;;
Aspect-oriented context modeling for embedded systems;T Kishi, N Noda - Early Aspects: Aspect-Oriented Requirements …, 2004 - trese.cs.utwente.nl;2004;http://trese.cs.utwente.nl/workshops/early-aspects-2004/Papers/WorkshopReport-EarlyAspects2004.pdf#page=68;http://trese.cs.utwente.nl/workshops/early-aspects-2004/Papers/WorkshopReport-EarlyAspects2004.pdf#page=68;context-dependent+AND+decentralized+compositio_GoogleScholar.csv;GoogleScholar;1;21;No DOI available;;;;;;;;
DBGlobe: a service-oriented P2P system for global computing;E Pitoura, S Abiteboul, D Pfoser, G Samaras… - ACM Sigmod …, 2003 - dl.acm.org;2003;https://dl.acm.org/citation.cfm?id=945737;http://cs.uoi.gr/~pitoura/distribution/sr03.pdf;context-dependent+AND+decentralized+compositio_GoogleScholar.csv;GoogleScholar;3;78;No DOI available;;;;;;;;
Context-sensitive trust computing in distributed environments;Y Ding, F Liu, B Tang - Knowledge-Based Systems, 2012 - Elsevier;2012;https://www.sciencedirect.com/science/article/pii/S0950705111002723;http://or.nsfc.gov.cn/bitstream/00001903-5/112633/1/1000003873447.pdf;context-dependent+AND+decentralized+compositio_GoogleScholar.csv;GoogleScholar;5;17;No DOI available;;;;;;;;
The Aurora architecture for developing network-centric applications by dynamic composition of services;M Marazakis, D Papadakis, C Nikolaou - 1997 - Citeseer;1997;http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.40.6680&rep=rep1&type=pdf;http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.40.6680&rep=rep1&type=pdf;context-dependent+AND+decentralized+compositio_GoogleScholar.csv;GoogleScholar;2;35;No DOI available;;;;;;;;
Updating a Context-Aware Service Directory for M-services;C Doulkeridis, M Vazirgiannis - Context, 2004 - researchgate.net;2004;https://www.researchgate.net/profile/Michalis_Vazirgiannis/publication/238446023_Updating_a_Context-Aware_Service_Directory_for_M-Services/links/56b89ce108ae44bb330d3554.pdf;https://www.researchgate.net/profile/Michalis_Vazirgiannis/publication/238446023_Updating_a_Context-Aware_Service_Directory_for_M-Services/links/56b89ce108ae44bb330d3554.pdf;context-dependent+AND+decentralized+compositio_GoogleScholar.csv;GoogleScholar;2;4;No DOI available;;;;;;;;
On the challenges of self-adaptation in systems of systems;D Weyns, J Andersson - Proceedings of the First International Workshop …, 2013 - dl.acm.org;2013;https://dl.acm.org/citation.cfm?id=2489860;https://www.researchgate.net/profile/Danny_Weyns/publication/262331526_On_the_challenges_of_self-Adaptation_in_systems_of_systems/links/5451fbd30cf285a067c6aff2/On-the-challenges-of-self-Adaptation-in-systems-of-systems.pdf;context-dependent+AND+decentralized+compositio_GoogleScholar.csv;GoogleScholar;1;16;No DOI available;;;;;;;;
A qualitative model for the simulation of traffic behaviours in a multi-lane environment;C Claramunt, B Jiang - Journal of Geographical Sciences, 2001 - Springer;2001;https://link.springer.com/article/10.1007/BF02837442;https://link.springer.com/content/pdf/10.1007/BF02837442.pdf;context-dependent+AND+decentralized+compositio_GoogleScholar.csv;GoogleScholar;1;14;No DOI available;;;;;;;;
Dependence relations among autonomous agents;C Castelfranchi, M Miceli, A Cesta - decentralized AI, 1992 - academia.edu;1992;http://www.academia.edu/download/32832475/MAAMAW-91-Book-Final.pdf;http://www.academia.edu/download/32832475/MAAMAW-91-Book-Final.pdf;context-dependent+AND+decentralized+compositio_GoogleScholar.csv;GoogleScholar;1;261;No DOI available;;;;;;;;
Modeling enterprise capabilities with i*: reasoning on alternatives;MH Danesh, E Yu - International Conference on Advanced Information …, 2014 - Springer;2014;https://link.springer.com/chapter/10.1007/978-3-319-07869-4_10;No PDF available;context-dependent+AND+decentralized+compositio_GoogleScholar.csv;GoogleScholar;1;29;No DOI available;;;;;;;;
Programmable coordination infrastructures for mobility;F Zambonelli, G Cabri, L Leonardi - … and Mobility–a Workshop co-located …, 2001 - Citeseer;2001;http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.23.4755&rep=rep1&type=pdf;http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.23.4755&rep=rep1&type=pdf;context-dependent+AND+decentralized+compositio_GoogleScholar.csv;GoogleScholar;1;2;No DOI available;;;;;;;;
Small cities; neoliberal governance and sustainable development in the global south: A conceptual framework and research agenda;R Véron - Sustainability, 2010 - mdpi.com;2010;https://www.mdpi.com/2071-1050/2/9/2833;https://www.mdpi.com/2071-1050/2/9/2833/pdf;context-dependent+AND+decentralized+compositio_GoogleScholar.csv;GoogleScholar;1;36;No DOI available;;;;;;;
WComp middleware for ubiquitous computing: Aspects and composite event-based Web services;JY Tigli, S Lavirotte, G Rey, V Hourdin… - annals of …, 2009 - Springer;2009;https://link.springer.com/article/10.1007/s12243-008-0081-y;https://link.springer.com/article/10.1007/s12243-008-0081-y;context-dependent+AND+decentralized+service+compositio_GoogleScholar.csv;GoogleScholar;2;96;No DOI available;;;;;;;;
A biochemical approach to adaptive service ecosystems;M Viroli, F Zambonelli - Information Sciences, 2010 - Elsevier;2010;https://www.sciencedirect.com/science/article/pii/S0020025509004915;No PDF available;context-dependent+AND+decentralized+service+compositio_GoogleScholar.csv;GoogleScholar;1;61;No DOI available;;;;;;;;
Quality-aware service-oriented data integration: requirements; state of the art and open challenges;S Dustdar, R Pichler, V Savenkov, HL Truong - ACM SIGMOD Record, 2012 - dl.acm.org;2012;https://dl.acm.org/citation.cfm?id=2206873;http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.299.9458&rep=rep1&type=pdf;context-dependent+AND+decentralized+service+compositio_GoogleScholar.csv;GoogleScholar;1;52;No DOI available;;;;;;;
Brain meets brawn: Why grid and agents need each other;I Foster, NR Jennings, C Kesselman - Proceedings of the Third …, 2004 - dl.acm.org;2004;https://dl.acm.org/citation.cfm?id=1018787;https://eprints.soton.ac.uk/259554/1/aamas04foster.pdf;context-dependent+AND+decentralized+service+compositio_GoogleScholar.csv;GoogleScholar;1;566;No DOI available;;;;;;;;
Trustworthy interaction balancing in mixed service-oriented systems;F Skopik, D Schall, S Dustdar - … of the 2010 ACM Symposium on Applied …, 2010 - dl.acm.org;2010;https://dl.acm.org/citation.cfm?id=1774255;http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.442.8941&rep=rep1&type=pdf;context-dependent+AND+decentralized+service+compositio_GoogleScholar.csv;GoogleScholar;1;32;No DOI available;;;;;;;;
A security policy framework for context-aware and user preferences in e-services;L Sliman, F Biennier, Y Badr - Journal of Systems Architecture, 2009 - Elsevier;2009;https://www.sciencedirect.com/science/article/pii/S1383762108001665;No PDF available;context-dependent+AND+decentralized+service+compositio_GoogleScholar.csv;GoogleScholar;1;21;No DOI available;;;;;;;;
Decentralized fault tolerance mechanism for intelligent iot/m2m middleware;PH Su, CS Shih, JYJ Hsu, KJ Lin… - 2014 IEEE World …, 2014 - ieeexplore.ieee.org;2014;https://ieeexplore.ieee.org/abstract/document/6803115/;https://ieeexplore.ieee.org/iel7/6784568/6803102/06803115.pdf;context-dependent+AND+decentralized+service+compositio_GoogleScholar.csv;GoogleScholar;1;27;No DOI available;;;;;;;;
Context-based caching and routing for P2P web service discovery;C Doulkeridis, V Zafeiris, M Vazirgiannis… - Distributed and Parallel …, 2007 - Springer;2007;https://link.springer.com/article/10.1007/s10619-006-7000-x;https://link.springer.com/content/pdf/10.1007/s10619-006-7000-x.pdf;context-dependent+AND+decentralized+service+compositio_GoogleScholar.csv;GoogleScholar;1;15;No DOI available;;;;;;;;
Modeling and mining of dynamic trust in complex service-oriented systems;F Skopik, D Schall, S Dustdar - Socially Enhanced Services Computing, 2011 - Springer;2011;https://link.springer.com/chapter/10.1007/978-3-7091-0813-0_3;No PDF available;context-dependent+AND+decentralized+service+compositio_GoogleScholar.csv;GoogleScholar;2;132;No DOI available;;;;;;;;
