Choosen;title;author;date;link;pdf_link;query;search_engine;nr_found;cite_count;doi;nix;nix;nix;nix;;;;
;A mobile computing middleware for location-and context-aware internet data services;P Bellavista, A Corradi, R Montanari… - ACM Transactions on …, 2006 - dl.acm.org;2006;https://dl.acm.org/citation.cfm?id=1183465;https://www.researchgate.net/profile/Paolo_Bellavista/publication/220169794_A_mobile_computing_middleware_for_location-_and_context-aware_internet_data_services/links/541abe180cf203f155ae4f16/A-mobile-computing-middleware-for-location-and-context-aware-internet-data-services.pdf;context-aware+AND+decentralized+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;70;No DOI available;;;;;;;;
;A survey of software adaptation in mobile and ubiquitous computing;K Kakousis, N Paspallis… - Enterprise Information …, 2010 - Taylor & Francis;2010;https://www.tandfonline.com/doi/abs/10.1080/17517575.2010.509814;https://www.tandfonline.com/doi/full/10.1080/17517575.2010.509814;context-aware+AND+decentralized+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;117;No DOI available;;;;;;;;
;A policy-driven service composition method for adaptation in pervasive computing environment;B Zhang, Y Shi, X Xiao - The Computer Journal, 2010 - ieeexplore.ieee.org;2010;https://ieeexplore.ieee.org/abstract/document/8130400/;https://academic.oup.com/comjnl/article-pdf/53/2/152/1324129/bxm103.pdf;context-aware+AND+decentralized+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;16;No DOI available;;;;;;;;
;Sharing context-aware road and safety information;J Santa, AF Gomez-Skarmeta - IEEE Pervasive Computing, 2009 - ieeexplore.ieee.org;2009;https://ieeexplore.ieee.org/abstract/document/5165562/;https://ieeexplore.ieee.org/iel5/7756/5165548/05165562.pdf;context-aware+AND+decentralized+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;60;No DOI available;;;;;;;;
;LoCa–towards a context-aware infrastructure for eHealth applications;N Fröhlich, A Meier, T Möller, M Savini… - Proc. of the 15th Int'l …, 2009 - academia.edu;2009;http://www.academia.edu/download/31262514/DMS09-19-Froehlich.pdf;http://www.academia.edu/download/31262514/DMS09-19-Froehlich.pdf;context-aware+AND+decentralized+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;11;No DOI available;;;;;;;;
;Context optimization of AI planning for semantic Web services composition;L Qiu, L Chang, F Lin, Z Shi - Service Oriented Computing and …, 2007 - Springer;2007;https://link.springer.com/article/10.1007/s11761-007-0010-3;https://link.springer.com/content/pdf/10.1007/s11761-007-0010-3.pdf;context-aware+AND+decentralized+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;33;No DOI available;;;;;;;;
;toward a Behavioral Decomposition for context-awareness and continuity of services;N Ferry, S Lavirotte, JY Tigli, G Rey… - Ambient intelligence and …, 2010 - Springer;2010;https://link.springer.com/chapter/10.1007/978-3-642-13268-1_7;https://hal.archives-ouvertes.fr/hal-00556413/document;context-aware+AND+decentralized+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;9;No DOI available;;;;;;;;
;Time-bounded adaptation for automotive system software;S Fritsch, A Senart, D Schmidt… - 2008 ACM/IEEE 30th …, 2008 - ieeexplore.ieee.org;2008;https://ieeexplore.ieee.org/abstract/document/4814168/;https://ieeexplore.ieee.org/iel5/4814109/4814110/04814168.pdf;context-aware+AND+decentralized+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;27;No DOI available;;;;;;;;
;Multimodal user interfaces for context-aware mobile applications;R Kernchen, PP Boda, K Moessner… - 2005 IEEE 16th …, 2005 - ieeexplore.ieee.org;2005;https://ieeexplore.ieee.org/abstract/document/1651849/;https://ieeexplore.ieee.org/iel5/10989/34629/01651849.pdf;context-aware+AND+decentralized+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;15;No DOI available;;;;;;;;
;Context-aware computing: a survey preparing a generalized approach;R Schmohl, U Baumgarten - 2008 - mediatum.ub.tum.de;2008;https://mediatum.ub.tum.de/1115382;https://mediatum.ub.tum.de/doc/1115382/file.pdf;context-aware+AND+decentralized+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;34;No DOI available;;;;;;;;
;Towards context-aware smart mechatronics networks: Integrating swarm intelligence and ambient intelligence;A Gupta, OJ Pandey, M Shukla… - … on Issues and …, 2014 - ieeexplore.ieee.org;2014;https://ieeexplore.ieee.org/abstract/document/6781254/;https://ieeexplore.ieee.org/iel7/6767437/6781240/06781254.pdf;context-aware+AND+decentralized+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;9;No DOI available;;;;;;;;
;A generic approach for on-the-fly adding of context-aware features to existing websites;W Van Woensel, S Casteleyn, O De Troyer - Proceedings of the 22nd …, 2011 - dl.acm.org;2011;https://dl.acm.org/citation.cfm?id=1995987;http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.848.5722&rep=rep1&type=pdf;context-aware+AND+decentralized+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;13;No DOI available;;;;;;;;
;Context-aware adaptive service mashups;C Dorn, D Schall, S Dustdar - 2009 IEEE Asia-Pacific Services …, 2009 - ieeexplore.ieee.org;2009;https://ieeexplore.ieee.org/abstract/document/5394107/;https://ieeexplore.ieee.org/iel5/5374429/5394078/05394107.pdf;context-aware+AND+decentralized+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;12;No DOI available;;;;;;;;
;Lightweight service oriented architecture for pervasive computing;JY Tigli, S Lavirotte, G Rey, V Hourdin… - arXiv preprint arXiv …, 2011 - arxiv.org;2011;https://arxiv.org/abs/1102.5193;https://arxiv.org/pdf/1102.5193;context-aware+AND+decentralized+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;45;No DOI available;;;;;;;;
;MoCoA: Customisable middleware for context-aware mobile applications;"A Senart, R Cunningham, M Bouroche… - … Conferences"" On the …, 2006 - Springer";2006;https://link.springer.com/chapter/10.1007/11914952_47;http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.414.4512&rep=rep1&type=pdf;context-aware+AND+decentralized+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;25;No DOI available;;;;;;;;
;Context aware tools for smart home development;RJ Robles, T Kim - International Journal of Smart Home, 2010 - Citeseer;2010;http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.390.7398&rep=rep1&type=pdf;http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.390.7398&rep=rep1&type=pdf;context-aware+AND+decentralized+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;60;No DOI available;;;;;;;;
;Research challenges on multi-layer and mixed-initiative monitoring and adaptation for service-based systems;A Marconi, A Bucchiarone, K Bratanis… - … and Challenges (S …, 2012 - ieeexplore.ieee.org;2012;https://ieeexplore.ieee.org/abstract/document/6225509/;https://pdfs.semanticscholar.org/cee0/4afe119f42666c6c702dc5a02b4a70795892.pdf;context-aware+AND+decentralized+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;15;No DOI available;;;;;;;;
;Spatial computing: An emerging paradigm for autonomic computing and communication;F Zambonelli, M Mamei - Workshop on Autonomic Communication, 2004 - Springer;2004;https://link.springer.com/chapter/10.1007/11520184_4;https://link.springer.com/content/pdf/10.1007/11520184_4.pdf;context-aware+AND+decentralized+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;60;No DOI available;;;;;;;;
;An Evaluation of the State of the Art in Context-aware Architectures;P Bratskas, N Paspallis, GA Papadopoulos - Information Systems …, 2009 - Springer;2009;https://link.springer.com/content/pdf/10.1007/978-0-387-78578-3.pdf#page=522;https://pdfs.semanticscholar.org/86f2/572a179f9a9ae181ac4c487b5f4e1e0ee1bb.pdf;context-aware+AND+decentralized+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;9;No DOI available;;;;;;;;
;A taxonomy and survey on autonomic management of applications in grid computing environments;M Rahman, R Ranjan, R Buyya… - Concurrency and …, 2011 - Wiley Online Library;2011;https://onlinelibrary.wiley.com/doi/abs/10.1002/cpe.1734;https://onlinelibrary.wiley.com/doi/pdf/10.1002/cpe.1734;context-aware+AND+decentralized+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;64;No DOI available;;;;;;;;
;Supporting ubiquitous sensor-cloudlets and context-cloudlets: Programming compositions of context-aware systems for mobile users;SW Loke - Future Generation Computer Systems, 2012 - Elsevier;2012;https://www.sciencedirect.com/science/article/pii/S0167739X11001701;http://homepage.cs.latrobe.edu.au/sloke/papers/1-s2.0-S0167739X11001701-main.pdf;context-aware+AND+decentralized+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;19;No DOI available;;;;;;;;
;WComp middleware for ubiquitous computing: Aspects and composite event-based Web services;JY Tigli, S Lavirotte, G Rey, V Hourdin… - annals of …, 2009 - Springer;2009;https://link.springer.com/article/10.1007/s12243-008-0081-y;https://link.springer.com/article/10.1007/s12243-008-0081-y;context-aware+AND+decentralized+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;96;No DOI available;;;;;;;;
;A trust-based context-aware access control model for web-services;R Bhatti, E Bertino, A Ghafoor - Distributed and Parallel Databases, 2005 - Springer;2005;https://link.springer.com/article/10.1007/s10619-005-1075-7;https://link.springer.com/content/pdf/10.1007/s10619-005-1075-7.pdf;context-aware+AND+decentralized+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;263;No DOI available;;;;;;;;
;Multi-layer faults in the architectures of mobile  context-aware adaptive applications;M Sama, DS Rosenblum, Z Wang, S Elbaum - Journal of Systems and …, 2010 - Elsevier;2010;https://www.sciencedirect.com/science/article/pii/S0164121209002878;http://scholar.google.de/scholar?output=instlink&nossl=1&q=info:sXjcHWeg7xYJ:scholar.google.com/&hl=de&as_sdt=0,5&scillfp=2259619573176603176&oi=lle;context-aware+AND+decentralized+composition+AND+adapt_GoogleScholar.csv;GoogleScholar;1;24;No DOI available;;;;;;;;
;Interoperability and Decentralization as Key Technologies for Future Smart Urban Environments;M Plociennik, M Drobics, K Katsaros… - … on Networks and …, 2018 - ieeexplore.ieee.org;2018;https://ieeexplore.ieee.org/abstract/document/8442444/;https://ieeexplore.ieee.org/iel7/8412474/8442432/08442444.pdf;context-aware+AND+decentralized+composition+AND+auto-config_GoogleScholar.csv;GoogleScholar;1;No cite count available;No DOI available;;;;;;;;
;Group management for in-home ad hoc networks;M Boulkenafed, V Issarny, J Liu - Workshop on real-time for multimedia …, 2004 - pure.tue.nl;2004;https://pure.tue.nl/ws/files/2403102/200436.pdf#page=34;https://pure.tue.nl/ws/files/2403102/200436.pdf#page=34;context-aware+AND+decentralized+composition+AND+auto-config_GoogleScholar.csv;GoogleScholar;1;2;No DOI available;;;;;;;;
;AIS 545;EC Amazon, A Market, A Plus, A Store - … and Innovation in Future Computing and … - Springer;No year available;https://link.springer.com/content/pdf/10.1007/978-94-017-8798-7.pdf#page=877;No PDF available;context-aware+AND+decentralized+composition+AND+auto-config_GoogleScholar.csv;GoogleScholar;1;No cite count available;No DOI available;;;;;;;;
;A brief history of network programmability and related fields;R Wolter - Network-Embedded Management and Applications, 2013 - Springer;2013;https://link.springer.com/chapter/10.1007/978-1-4419-6769-5_2;No PDF available;context-aware+AND+decentralized+composition+AND+auto-config_GoogleScholar.csv;GoogleScholar;1;1;No DOI available;;;;;;;;
;Flow Context and Host Behavior Based ShadowSocks's Traffic Identification;X Zeng, X Chen, G Shao, T He, Z Han, Y Wen… - IEEE …, 2019 - ieeexplore.ieee.org;2019;https://ieeexplore.ieee.org/abstract/document/8676111/;https://ieeexplore.ieee.org/iel7/6287639/6514899/08676111.pdf;context-aware+AND+decentralized+composition+AND+auto-config_GoogleScholar.csv;GoogleScholar;1;No cite count available;No DOI available;;;;;;;;
;Distributed networks using ROS—cross-network middleware communication using ipv6;T Schneider - 2012 - Citeseer;2012;http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.395.71&rep=rep1&type=pdf;http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.395.71&rep=rep1&type=pdf;context-aware+AND+decentralized+composition+AND+auto-config_GoogleScholar.csv;GoogleScholar;1;4;No DOI available;;;;;;;;
;A Proxy based Solution for the Local Discovery of Self Promoting Services;CV Palliser - 2006 - researchgate.net;2006;https://www.researchgate.net/profile/Claudia_Villalonga/publication/265533226_A_Proxy_based_Solution_for_the_Local_Discovery_of_Self_Promoting_Services/links/54f7bb530cf28d6dec9eeeef/A-Proxy-based-Solution-for-the-Local-Discovery-of-Self-Promoting-Services.pdf;https://www.researchgate.net/profile/Claudia_Villalonga/publication/265533226_A_Proxy_based_Solution_for_the_Local_Discovery_of_Self_Promoting_Services/links/54f7bb530cf28d6dec9eeeef/A-Proxy-based-Solution-for-the-Local-Discovery-of-Self-Promoting-Services.pdf;context-aware+AND+decentralized+composition+AND+auto-config_GoogleScholar.csv;GoogleScholar;1;No cite count available;No DOI available;;;;;;;;
;Exploiting Bluetooth 4.0 for Secure  Cloud-Enabled Monitoring of Palliative Care Patients;W Browne - 2014 - scss.tcd.ie;2014;https://www.scss.tcd.ie/publications/theses/diss/2014/TCD-SCSS-DISSERTATION-2014-073.pdf;https://www.scss.tcd.ie/publications/theses/diss/2014/TCD-SCSS-DISSERTATION-2014-073.pdf;context-aware+AND+decentralized+composition+AND+auto-config_GoogleScholar.csv;GoogleScholar;1;No cite count available;No DOI available;;;;;;;;
;Agent-based  context-aware information sharing for ambient intelligence;A Olaru, C Gratie - International Journal on Artificial Intelligence …, 2011 - World Scientific;2011;https://www.worldscientific.com/doi/abs/10.1142/S0218213011000498;https://hal.archives-ouvertes.fr/docs/00/66/20/78/PDF/2011_OlaruGratie_-_AgentBasedContextAwareInformationSharingForAmbientIntelligence-IJAIT11_OG11.pdf;context-aware+AND+decentralized+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;17;No DOI available;;;;;;;;
;Context-aware inference in ubiquitous residential environments;JH Lee, H Lee, MJ Kim, X Wang, PED Love - Computers in Industry, 2014 - Elsevier;2014;https://www.sciencedirect.com/science/article/pii/S0166361513001656;No PDF available;context-aware+AND+decentralized+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;22;No DOI available;;;;;;;;
;Mediasense–an internet of things platform for scalable and decentralized context sharing and control;T Kanter, S Forsström, V Kardeby, J Walters… - Proceedings of 7th …, 2012 - Citeseer;2012;http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.869.7340&rep=rep1&type=pdf;http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.869.7340&rep=rep1&type=pdf;context-aware+AND+decentralized+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;28;No DOI available;;;;;;;;
;A framework for developing mobile  context-aware applications;G Biegel, V Cahill - Second IEEE Annual Conference on …, 2004 - ieeexplore.ieee.org;2004;https://ieeexplore.ieee.org/abstract/document/1276875/;http://www.tara.tcd.ie/bitstream/handle/2262/27079/a%20framework%20for%20developing%20mobile%2C%20context%20aware%20applications.pdf?sequence=1&isAllowed=y;context-aware+AND+decentralized+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;420;No DOI available;;;;;;;;
;A decentralized locality-preserving context-aware service discovery framework for internet of things;J Li, N Zaman, H Li - 2015 IEEE International Conference on …, 2015 - ieeexplore.ieee.org;2015;https://ieeexplore.ieee.org/abstract/document/7207369/;https://ieeexplore.ieee.org/iel7/7194374/7207317/07207369.pdf;context-aware+AND+decentralized+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;14;No DOI available;;;;;;;;
;SmartContacts: a large scale social context service discovery system;Y Liu, K Connelly - Fourth Annual IEEE International …, 2006 - ieeexplore.ieee.org;2006;https://ieeexplore.ieee.org/abstract/document/1599011/;http://www.idi.ntnu.no/grupper/su/bibliography/pdf/2006/Liu2006percomw1.pdf;context-aware+AND+decentralized+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;9;No DOI available;;;;;;;;
;Model-and architecture-driven development in the context of cross-enterprise business process engineering;S Roser, B Bauer, JP Muller - 2006 IEEE International …, 2006 - ieeexplore.ieee.org;2006;https://ieeexplore.ieee.org/abstract/document/4026912/;https://ieeexplore.ieee.org/iel5/4026873/4026874/04026912.pdf;context-aware+AND+decentralized+composition+AND+behaviou_GoogleScholar.csv;GoogleScholar;1;27;No DOI available;;;;;;;;
